subID,trialType,trialNum,cntBalance,correct,rt,rwdType,tgtCol,tgtDir,tgtPos,colPos,colMatch
nnp,VDACtest,83,r,TRUE,570.3,1,g,v,2,,
nnp,VDACtest,84,r,TRUE,737.7,2,r,h,0,,
nnp,VDACtest,85,r,TRUE,623.3,1,g,h,2,,
nnp,VDACtest,86,r,TRUE,936.5,2,r,h,5,,
nnp,VDACtest,87,r,TRUE,623.6000001,2,r,h,1,,
nnp,VDACtest,88,r,TRUE,688.7,2,r,v,3,,
nnp,VDACtest,89,r,TRUE,600.3999999,2,r,h,4,,
nnp,VDACtest,90,r,TRUE,527.7,2,r,h,2,,
nnp,VDACtest,91,r,TRUE,663.5,1,g,h,3,,
nnp,VDACtest,92,r,TRUE,977.3000002,1,g,v,1,,
nnp,VDACtest,93,r,TRUE,752.5,1,g,h,5,,
nnp,VDACtest,94,r,TRUE,609,1,g,h,5,,
nnp,VDACtest,95,r,TRUE,831.9000001,2,r,h,5,,
nnp,VDACtest,96,r,TRUE,656.8000002,2,r,h,4,,
nnp,VDACtest,97,r,TRUE,617.0999999,2,r,h,1,,
nnp,VDACtest,98,r,TRUE,672,2,r,v,2,,
nnp,VDACtest,99,r,TRUE,624.6000001,1,g,h,4,,
nnp,VDACtest,100,r,TRUE,528.5,2,r,v,4,,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
nnp,VDACtest,101,r,TRUE,770.0999999,1,g,h,5,,
nnp,VDACtest,102,r,TRUE,641.0999999,2,r,v,0,,
nnp,VDACtest,103,r,TRUE,537.4000001,1,g,v,1,,
nnp,VDACtest,104,r,TRUE,687.8,1,g,v,4,,
nnp,VDACtest,105,r,null,null,1,g,h,5,,
nnp,VDACtest,106,r,TRUE,873.0999999,2,r,h,3,,
nnp,VDACtest,107,r,TRUE,543.6999998,1,g,v,0,,
nnp,VDACtest,108,r,TRUE,617.2,2,r,h,1,,
nnp,VDACtest,109,r,TRUE,441.5,1,g,v,0,,
nnp,VDACtest,110,r,FALSE,744.0999999,2,r,h,0,,
nnp,VDACtest,111,r,TRUE,625.5,2,r,h,1,,
nnp,VDACtest,112,r,TRUE,689.5,2,r,v,1,,
nnp,VDACtest,113,r,TRUE,753.3999999,2,r,v,0,,
nnp,VDACtest,114,r,TRUE,624.8,2,r,v,4,,
nnp,VDACtest,115,r,null,null,1,g,h,2,,
nnp,VDACtest,116,r,TRUE,668.6999998,1,g,v,4,,
nnp,VDACtest,117,r,TRUE,576.8,2,r,v,3,,
nnp,VDACtest,118,r,TRUE,578.0999999,2,r,h,3,,
nnp,VDACtest,119,r,TRUE,624.6999998,1,g,v,2,,
nnp,VDACtest,120,r,TRUE,617.3,2,r,h,1,,
nnp,VDACtest,121,r,TRUE,578.5,2,r,h,3,,
nnp,VDACtest,122,r,FALSE,672.5999999,2,r,v,1,,
nnp,VDACtest,123,r,TRUE,817.3,1,g,h,3,,
nnp,VDACtest,124,r,TRUE,594.1999998,1,g,h,0,,
nnp,VDACtest,125,r,TRUE,624.5,1,g,v,4,,
nnp,VDACtest,126,r,TRUE,753.1000001,1,g,h,4,,
nnp,VDACtest,127,r,TRUE,609.2,1,g,h,4,,
nnp,VDACtest,128,r,TRUE,824,1,g,h,0,,
nnp,VDACtest,129,r,TRUE,648.6000001,1,g,v,5,,
nnp,VDACtest,130,r,TRUE,585.8000002,1,g,v,1,,
nnp,VDACtest,131,r,TRUE,513,1,g,v,1,,
nnp,VDACtest,132,r,TRUE,728.7,1,g,h,3,,
nnp,VDACtest,133,r,FALSE,769.5,1,g,v,3,,
nnp,VDACtest,134,r,TRUE,880.9000001,2,r,v,2,,
nnp,VDACtest,135,r,TRUE,912.7,2,r,v,0,,
nnp,VDACtest,136,r,TRUE,696.5,1,g,v,2,,
nnp,VDACtest,137,r,FALSE,736.6000001,2,r,v,1,,
nnp,VDACtest,138,r,TRUE,577.3,2,r,v,1,,
nnp,VDACtest,139,r,null,null,1,g,h,3,,
nnp,VDACtest,140,r,TRUE,690.8,2,r,h,1,,
nnp,VDACtest,141,r,FALSE,577.8,2,r,v,2,,
nnp,VDACtest,142,r,TRUE,546.3,1,g,v,5,,
nnp,VDACtest,143,r,TRUE,528.7,1,g,h,1,,
nnp,VDACtest,144,r,FALSE,944.8,1,g,v,4,,
nnp,VDACtest,145,r,TRUE,688.8999999,1,g,h,0,,
nnp,VDACtest,146,r,TRUE,975.5999999,2,r,v,3,,
nnp,VDACtest,147,r,TRUE,648.0999999,1,g,h,1,,
nnp,VDACtest,148,r,TRUE,696.8999999,2,r,v,5,,
nnp,VDACtest,149,r,TRUE,495.6000001,1,g,v,1,,
nnp,VDACtest,150,r,FALSE,775.8999999,2,r,v,1,,
brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk,brk
nnp,VDACtest,151,r,TRUE,720.4000001,1,g,h,2,,
nnp,VDACtest,152,r,TRUE,767.7,1,g,h,4,,
nnp,VDACtest,153,r,TRUE,592.7,1,g,h,1,,
nnp,VDACtest,154,r,TRUE,616.8,1,g,v,3,,
nnp,VDACtest,155,r,TRUE,872.4000001,2,r,v,4,,
nnp,VDACtest,156,r,TRUE,673,1,g,h,1,,
nnp,VDACtest,157,r,TRUE,568.1000001,2,r,v,1,,
nnp,VDACtest,158,r,TRUE,736.4000001,2,r,h,0,,
nnp,VDACtest,159,r,TRUE,584.6000001,1,g,v,5,,
nnp,VDACtest,160,r,TRUE,568.8,2,r,h,4,,
nnp,VDACtest,161,r,TRUE,624.4000001,1,g,h,3,,
nnp,VDACtest,162,r,TRUE,888.2,2,r,h,2,,
nnp,VDACtest,163,r,TRUE,689,2,r,v,3,,
nnp,VDACtest,164,r,TRUE,560.9000001,2,r,v,0,,
nnp,VDACtest,165,r,TRUE,720,1,g,h,5,,
nnp,VDACtest,166,r,TRUE,560.5,2,r,h,1,,
nnp,VDACtest,167,r,TRUE,647.7,2,r,h,0,,
nnp,VDACtest,168,r,TRUE,552.0999999,1,g,v,0,,
nnp,VDACtest,169,r,TRUE,640.3999999,2,r,h,2,,
nnp,VDACtest,170,r,TRUE,527.2,2,r,h,2,,
nnp,VDACtest,171,r,TRUE,704,2,r,h,5,,
nnp,VDACtest,172,r,TRUE,697.8000002,1,g,v,3,,
nnp,VDACtest,173,r,null,null,2,r,v,5,,
nnp,VDACtest,174,r,TRUE,511.5999999,2,r,h,0,,
nnp,VDACtest,175,r,TRUE,817.8999999,1,g,h,1,,
nnp,VDACtest,176,r,TRUE,599.7,1,g,v,4,,
nnp,VDACtest,177,r,FALSE,728.9000001,2,r,v,2,,
nnp,VDACtest,178,r,TRUE,535,2,r,h,1,,
nnp,VDACtest,179,r,TRUE,560.9000001,1,g,v,3,,
nnp,VDACtest,180,r,TRUE,712.6999998,1,g,h,4,,
nnp,VDACtest,181,r,TRUE,631.7,2,r,h,3,,
nnp,VDACtest,182,r,TRUE,568.1999998,1,g,h,3,,
nnp,VDACtest,183,r,FALSE,701.7,2,r,v,5,,
nnp,VDACtest,184,r,TRUE,648.7,2,r,h,2,,
nnp,VDACtest,185,r,TRUE,816.1000001,1,g,h,4,,
nnp,VDACtest,186,r,TRUE,688.5,1,g,h,1,,
nnp,VDACtest,187,r,TRUE,497.0999999,1,g,h,5,,
nnp,VDACtest,188,r,TRUE,768,2,r,v,4,,
nnp,VDACtest,189,r,TRUE,615.3,1,g,h,2,,
nnp,VDACtest,190,r,TRUE,521,2,r,h,3,,
nnp,VDACtest,191,r,TRUE,639.1999998,2,r,h,5,,
nnp,VDACtest,192,r,TRUE,713.4000001,1,g,h,0,,
nnp,VDACtest,193,r,TRUE,809.4000001,2,r,h,2,,
nnp,VDACtest,194,r,TRUE,529.8,1,g,v,2,,
nnp,VDACtest,195,r,TRUE,536.8,1,g,v,2,,
nnp,VDACtest,196,r,TRUE,816.4000001,2,r,v,4,,
nnp,VDACtest,197,r,TRUE,600.7,2,r,v,4,,
nnp,VDACtest,198,r,TRUE,688.2,1,g,v,5,,
nnp,VDACtest,199,r,TRUE,721.3,1,g,h,2,,
nnp,VDACtest,200,r,TRUE,695.5999999,2,r,h,5,,
nnp,RSVPtrain,0,r,null,null,1,g,,3,0,1
nnp,RSVPtrain,0,r,FALSE,1680.9,1,g,,3,1,1
nnp,RSVPtrain,0,r,TRUE,1651.4,1,g,,2,2,2
nnp,RSVPtrain,0,r,TRUE,1233.6,1,g,,1,0,1
nnp,RSVPtrain,0,r,TRUE,1042.6,0,b,,0,3,0
nnp,RSVPtrain,0,r,TRUE,1235.6,2,r,,3,2,1
nnp,RSVPtrain,0,r,TRUE,1026,2,r,,0,0,2
nnp,RSVPtrain,0,r,TRUE,1069,2,r,,1,1,2
nnp,RSVPtrain,0,r,TRUE,930,0,b,,1,3,0
nnp,RSVPtrain,0,r,TRUE,1339.9,0,b,,3,3,0
nnp,RSVPtest,1,r,TRUE,1252.2,1,g,,0,0,2
nnp,RSVPtest,2,r,TRUE,922.6000001,0,b,,3,3,0
nnp,RSVPtest,3,r,TRUE,1178.1,2,r,,2,2,2
nnp,RSVPtest,4,r,TRUE,1042.4,1,g,,1,1,2
nnp,RSVPtest,5,r,TRUE,1098.7,1,g,,0,0,2
nnp,RSVPtest,6,r,TRUE,1041.4,2,r,,3,0,1
nnp,RSVPtest,7,r,TRUE,1019.6,1,g,,1,0,1
nnp,RSVPtest,8,r,TRUE,1147.1,0,b,,1,3,0
nnp,RSVPtest,9,r,TRUE,1732.1,0,b,,3,3,0
nnp,RSVPtest,10,r,TRUE,930.5,0,b,,3,3,0
nnp,RSVPtest,11,r,FALSE,994.3,1,g,,3,0,1
nnp,RSVPtest,12,r,TRUE,1218.5,1,g,,0,0,2
nnp,RSVPtest,13,r,FALSE,1393.2,2,r,,1,2,1
